Movie_Name,Rating,Voting_Counts,Duration_Total,Genre,Duration_Minutes,Duration_Category,Duration
Bonjour Tristesse,6.0,455.0,1h 50m,Drama,110.0,Standard,< 2 hrs
Suncoast,6.7,7500.0,1h 49m,Drama,109.0,Standard,< 2 hrs
Queen of the Ring,6.3,2200.0,2h 9m,Drama,129.0,120-150 min,2–3 hrs
Nr. 24,7.5,16000.0,1h 51m,Drama,111.0,Standard,< 2 hrs
Daniela Forever,5.9,307.0,1h 53m,Drama,113.0,Standard,< 2 hrs
Inside,6.8,344.0,1h 44m,Drama,104.0,Standard,< 2 hrs
Bird,7.0,9600.0,1h 59m,Drama,119.0,Standard,< 2 hrs
Mon Potongo,5.3,572.0,2h 29m,Drama,149.0,120-150 min,2–3 hrs
Mr. K,5.5,1100.0,1h 34m,Drama,94.0,Standard,< 2 hrs
Winter Spring Summer or Fall,6.0,3000.0,1h 37m,Drama,97.0,Standard,< 2 hrs
Culpa Tuya,5.2,14000.0,1h 58m,Drama,118.0,Standard,< 2 hrs
Souleymane's Story,7.6,4000.0,1h 33m,Drama,93.0,Standard,< 2 hrs
Young Woman and the Sea,7.5,18000.0,2h 9m,Drama,129.0,120-150 min,2–3 hrs
Turtles All the Way Down,6.6,7500.0,1h 51m,Drama,111.0,Standard,< 2 hrs
The Children's Train,7.4,7900.0,1h 46m,Drama,106.0,Standard,< 2 hrs
Meiyazhagan,8.4,15000.0,2h 57m,Drama,177.0,150+ min,2–3 hrs
Lonely Planet,5.7,12000.0,1h 34m,Drama,94.0,Standard,< 2 hrs
Loveable,7.7,2600.0,1h 41m,Drama,101.0,Standard,< 2 hrs
Ordinary Angels,7.4,16000.0,1h 58m,Drama,118.0,Standard,< 2 hrs
Bring Them Down,6.5,4300.0,1h 46m,Drama,106.0,Standard,< 2 hrs
Reagan,6.1,12000.0,2h 21m,Drama,141.0,120-150 min,2–3 hrs
Joy,7.1,10000.0,1h 55m,Drama,115.0,Standard,< 2 hrs
First Shift,4.5,2100.0,1h 29m,Drama,89.0,Short,< 2 hrs
Before We Forget,7.5,142.0,1h 48m,Drama,108.0,Standard,< 2 hrs
All of You,7.4,86.0,1h 38m,Drama,98.0,Standard,< 2 hrs
Lilies Not for Me,7.0,694.0,1h 39m,Drama,99.0,Standard,< 2 hrs
Familiar Touch,7.1,348.0,1h 30m,Drama,90.0,Standard,< 2 hrs
Vermiglio,6.9,5000.0,1h 59m,Drama,119.0,Standard,< 2 hrs
Dreams (Sex Love),7.6,774.0,1h 50m,Drama,110.0,Standard,< 2 hrs
Girls Will Be Girls,7.1,2800.0,1h 58m,Drama,118.0,Standard,< 2 hrs
Emmanuelle,4.1,1900.0,1h 47m,Drama,107.0,Standard,< 2 hrs
Back to Black,6.3,27000.0,2h 2m,Drama,122.0,120-150 min,2–3 hrs
Green Bones,7.1,444.0,1h 36m,Drama,96.0,Standard,< 2 hrs
Restless,6.3,516.0,1h 29m,Drama,89.0,Short,< 2 hrs
Unstoppable,6.8,4500.0,1h 56m,Drama,116.0,Standard,< 2 hrs
Omni Loop,5.6,3300.0,1h 52m,Drama,112.0,Standard,< 2 hrs
"Oh, Canada",5.6,2300.0,1h 31m,Drama,91.0,Standard,< 2 hrs
A Mistake,5.6,1100.0,1h 41m,Drama,101.0,Standard,< 2 hrs
Killer Heat,5.6,14000.0,1h 35m,Drama,95.0,Standard,< 2 hrs
"Canadian, Sniper",3.4,366.0,1h 23m,Drama,83.0,Short,< 2 hrs
Bob Marley: One Love,6.2,35000.0,1h 47m,Drama,107.0,Standard,< 2 hrs
Scoop,6.5,21000.0,1h 42m,Drama,102.0,Standard,< 2 hrs
Look Back,7.8,16000.0,,Drama,,150+ min,3–4 hrs
Black Dog,7.2,3700.0,1h 56m,Drama,116.0,Standard,< 2 hrs
Santosh,7.1,2500.0,2h 8m,Drama,128.0,120-150 min,2–3 hrs
Four Letters of Love,6.9,54.0,2h 5m,Drama,125.0,120-150 min,2–3 hrs
Manjummel Boys,8.2,28000.0,2h 15m,Drama,135.0,120-150 min,2–3 hrs
Sarfira,6.9,11000.0,2h 35m,Drama,155.0,150+ min,2–3 hrs
Gaslit by My Husband: The Morgan Metzer Story,6.3,422.0,1h 28m,Drama,88.0,Short,< 2 hrs
The End,5.4,2300.0,2h 28m,Drama,148.0,120-150 min,2–3 hrs
Palayam PC,5.3,806.0,1h 58m,Drama,118.0,Standard,< 2 hrs
April,6.5,593.0,2h 14m,Drama,134.0,120-150 min,2–3 hrs
"From Hilde, with Love",6.9,1200.0,2h 5m,Drama,125.0,120-150 min,2–3 hrs
King Ivory,7.1,77.0,2h 10m,Drama,130.0,120-150 min,2–3 hrs
La Cocina,7.1,3700.0,2h 19m,Drama,139.0,120-150 min,2–3 hrs
Caught by the Tides,6.7,1600.0,1h 51m,Drama,111.0,Standard,< 2 hrs
Kishkindha Kaandam,8.0,13000.0,2h 13m,Drama,133.0,120-150 min,2–3 hrs
"Husband, Father, Killer: The Alyssa Pladl Story",6.2,344.0,1h 27m,Drama,87.0,Short,< 2 hrs
The Goat Life,7.1,48000.0,2h 53m,Drama,173.0,150+ min,2–3 hrs
The Tearsmith,5.2,13000.0,1h 43m,Drama,103.0,Standard,< 2 hrs
Barron's Cove,6.1,185.0,1h 56m,Drama,116.0,Standard,< 2 hrs
Sector 36,7.1,26000.0,2h 3m,Drama,123.0,120-150 min,2–3 hrs
Touch,7.4,5900.0,2h 1m,Drama,121.0,120-150 min,2–3 hrs
The Greatest Hits,6.2,7700.0,1h 34m,Drama,94.0,Standard,< 2 hrs
The Short Game,,,1h 33m,Drama,93.0,Standard,< 2 hrs
Three Kilometres to the End of the World,7.1,1200.0,1h 45m,Drama,105.0,Standard,< 2 hrs
We Were Dangerous,6.4,417.0,1h 23m,Drama,83.0,Short,< 2 hrs
Dismissed,7.8,105.0,1h 31m,Drama,91.0,Standard,< 2 hrs
Cabrini,7.3,9100.0,2h 22m,Drama,142.0,120-150 min,2–3 hrs
High Tide,6.5,729.0,1h 41m,Drama,101.0,Standard,< 2 hrs
Tina,8.2,568.0,2h 4m,Drama,124.0,120-150 min,2–3 hrs
The Piano Lesson,6.2,5100.0,2h 7m,Drama,127.0,120-150 min,2–3 hrs
Diva Futura,6.1,520.0,2h 5m,Drama,125.0,120-150 min,2–3 hrs
Bonhoeffer: Pastor. Spy. Assassin.,6.2,3900.0,2h 13m,Drama,133.0,120-150 min,2–3 hrs
Let Go,7.0,6700.0,1h 50m,Drama,110.0,Standard,< 2 hrs
The Forge,6.7,5200.0,2h 4m,Drama,124.0,120-150 min,2–3 hrs
Intoxicated by Love,8.5,14000.0,1h 58m,Drama,118.0,Standard,< 2 hrs
Juna Furniture,7.8,537.0,2h 24m,Drama,144.0,120-150 min,2–3 hrs
Harvest,6.2,497.0,2h 11m,Drama,131.0,120-150 min,2–3 hrs
Private Tutor,4.9,224.0,1h 5m,Drama,65.0,Short,< 2 hrs
The Girl in the Pool,4.3,1600.0,1h 29m,Drama,89.0,Short,< 2 hrs
When Fall Is Coming,6.9,2300.0,1h 44m,Drama,104.0,Standard,< 2 hrs
Vulcanizadora,6.2,329.0,1h 25m,Drama,85.0,Short,< 2 hrs
Sebastian,6.7,2100.0,1h 50m,Drama,110.0,Standard,< 2 hrs
Beating Hearts,7.0,6000.0,2h 46m,Drama,166.0,150+ min,2–3 hrs
Millers in Marriage,5.3,503.0,1h 57m,Drama,117.0,Standard,< 2 hrs
The Knife,7.0,51.0,1h 22m,Drama,82.0,Short,< 2 hrs
L'attachement,7.3,598.0,1h 46m,Drama,106.0,Standard,< 2 hrs
Blue Cave,5.3,6900.0,1h 28m,Drama,88.0,Short,< 2 hrs
Hakki,6.6,171.0,1h 35m,Drama,95.0,Standard,< 2 hrs
Wicked,7.4,170000.0,2h 40m,Romance,160.0,150+ min,2–3 hrs
Love Across Time,7.1,798.0,,Romance,,150+ min,3–4 hrs
Sidelined: The QB and Me,5.8,4100.0,1h 39m,Romance,99.0,Standard,< 2 hrs
Lick,6.1,992.0,1h 15m,Romance,75.0,Short,< 2 hrs
Girl Haunts Boy,6.3,3400.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Love,7.3,547.0,1h 59m,Romance,119.0,Standard,< 2 hrs
Sex Love Venice,4.4,368.0,1h 42m,Romance,102.0,Standard,< 2 hrs
Wanted: Girlfriend,4.2,238.0,,Romance,,150+ min,3–4 hrs
Drawing Closer,7.6,2800.0,1h 58m,Romance,118.0,Standard,< 2 hrs
Someone Like You,5.9,2300.0,1h 58m,Romance,118.0,Standard,< 2 hrs
Sex,6.6,1500.0,1h 58m,Romance,118.0,Standard,< 2 hrs
Uranus 2324,6.4,4900.0,2h 10m,Romance,130.0,120-150 min,2–3 hrs
Eks,4.5,211.0,2h 1m,Romance,121.0,120-150 min,2–3 hrs
Given 3: To the Sea,7.5,146.0,1h 20m,Romance,80.0,Short,< 2 hrs
Mor Chhainha Bhuinya 2,7.4,127.0,2h 40m,Romance,160.0,150+ min,2–3 hrs
Addition,8.3,32.0,1h 31m,Romance,91.0,Standard,< 2 hrs
A True Gentleman,4.5,2300.0,1h 50m,Romance,110.0,Standard,< 2 hrs
Grand Tour,6.5,2100.0,2h 9m,Romance,129.0,120-150 min,2–3 hrs
A Christmas Castle Proposal: A Royal in Paradise 2,6.4,343.0,,Romance,,150+ min,3–4 hrs
Take My Hand,6.2,342.0,1h 42m,Romance,102.0,Standard,< 2 hrs
Haunted Heart,4.8,517.0,2h 8m,Romance,128.0,120-150 min,2–3 hrs
Detective Conan: The Million-Dollar Pentagram,6.7,1600.0,1h 51m,Romance,111.0,Standard,< 2 hrs
Another End,6.4,840.0,1h 59m,Romance,119.0,Standard,< 2 hrs
Silent Love,6.4,435.0,1h 56m,Romance,116.0,Standard,< 2 hrs
Qalb,6.5,2400.0,2h 27m,Romance,147.0,120-150 min,2–3 hrs
Romance on the Ranch,6.8,409.0,1h 28m,Romance,88.0,Short,< 2 hrs
Siddharth Roy,6.3,2900.0,2h 28m,Romance,148.0,120-150 min,2–3 hrs
Black Tea,5.2,607.0,1h 50m,Romance,110.0,Standard,< 2 hrs
Rasavathi,6.4,590.0,2h 28m,Romance,148.0,120-150 min,2–3 hrs
My Name Is Loh Kiwan,6.7,4500.0,2h 11m,Romance,131.0,120-150 min,2–3 hrs
Aichaku,7.0,388.0,1h 58m,Romance,118.0,Standard,< 2 hrs
Art of Love,4.6,2500.0,1h 39m,Romance,99.0,Standard,< 2 hrs
Given the Movie: Hiiragi Mix,7.6,234.0,1h 10m,Romance,70.0,Short,< 2 hrs
From Contract Lover to the Billionaire's Bride,6.9,554.0,1h 24m,Romance,84.0,Short,< 2 hrs
Why Do You?,5.3,475.0,1h 43m,Romance,103.0,Standard,< 2 hrs
Amar Singh Chamkila,7.8,16000.0,2h 25m,Romance,145.0,120-150 min,2–3 hrs
Hear Me: Our Summer,7.5,933.0,1h 49m,Romance,109.0,Standard,< 2 hrs
The Air He Breathes,6.5,429.0,1h 46m,Romance,106.0,Standard,< 2 hrs
Krista,5.6,60.0,,Romance,,150+ min,3–4 hrs
Mascarpone: The Rainbow Cake,6.0,541.0,1h 45m,Romance,105.0,Standard,< 2 hrs
Dandelion,5.3,415.0,1h 53m,Romance,113.0,Standard,< 2 hrs
The Groomsmen Last Dance,6.9,378.0,1h 24m,Romance,84.0,Short,< 2 hrs
The Glory of Life,6.6,457.0,1h 38m,Romance,98.0,Standard,< 2 hrs
Blue Sun Palace,6.6,217.0,1h 56m,Romance,116.0,Standard,< 2 hrs
Pantaskah Aku Berhijab,8.0,79.0,1h 54m,Romance,114.0,Standard,< 2 hrs
Stag,5.3,477.0,1h 27m,Romance,87.0,Short,< 2 hrs
Players,5.7,12000.0,1h 45m,Romance,105.0,Standard,< 2 hrs
Ashes,4.3,2700.0,1h 40m,Romance,100.0,Standard,< 2 hrs
The Time of Fever,8.0,741.0,1h 41m,Romance,101.0,Standard,< 2 hrs
You Are the Apple of My Eye,6.9,3700.0,1h 41m,Romance,101.0,Standard,< 2 hrs
Seven Seas Seven Hills,8.6,98.0,1h 30m,Romance,90.0,Standard,< 2 hrs
Chanchal Haseena,7.3,39.0,1h 38m,Romance,98.0,Standard,< 2 hrs
Bad Newz,4.7,26000.0,2h 22m,Romance,142.0,120-150 min,2–3 hrs
Phir Aayi Hasseen Dillruba,5.8,7000.0,2h 12m,Romance,132.0,120-150 min,2–3 hrs
Lesbian Space Princess,7.1,188.0,1h 27m,Romance,87.0,Short,< 2 hrs
Plan B,6.1,1400.0,1h 30m,Romance,90.0,Standard,< 2 hrs
I Can Never Be Yours,7.9,177.0,,Romance,,150+ min,3–4 hrs
The Glassworker,7.2,1900.0,1h 38m,Romance,98.0,Standard,< 2 hrs
A Vintage Christmas,6.5,370.0,,Romance,,150+ min,3–4 hrs
My Ex's Wedding,8.8,56.0,1h 35m,Romance,95.0,Standard,< 2 hrs
Reversi,7.0,298.0,2h 15m,Romance,135.0,120-150 min,2–3 hrs
Los pequeños amores,6.3,386.0,1h 35m,Romance,95.0,Standard,< 2 hrs
Futra Days,4.2,161.0,1h 39m,Romance,99.0,Standard,< 2 hrs
Good Bad Things,5.8,239.0,1h 36m,Romance,96.0,Standard,< 2 hrs
Angithee 3,8.1,64.0,1h 39m,Romance,99.0,Standard,< 2 hrs
Breakup Season,6.3,608.0,1h 42m,Romance,102.0,Standard,< 2 hrs
Ek Anjaan Rishtey Ka Guilt 3,8.0,70.0,1h 44m,Romance,104.0,Standard,< 2 hrs
Badaa Saat Fi Yawman Ma,5.8,325.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Chosen Family,4.7,518.0,1h 28m,Romance,88.0,Short,< 2 hrs
Joli joli,5.4,141.0,1h 56m,Romance,116.0,Standard,< 2 hrs
Ancika,6.8,819.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Dilan 1983,6.3,246.0,1h 56m,Romance,116.0,Standard,< 2 hrs
Him,7.4,31.0,1h 20m,Romance,80.0,Short,< 2 hrs
Queens of Drama,6.2,219.0,1h 54m,Romance,114.0,Standard,< 2 hrs
This Time Next Year,5.6,2400.0,1h 56m,Romance,116.0,Standard,< 2 hrs
5lbs of Pressure,5.2,1700.0,1h 51m,Romance,111.0,Standard,< 2 hrs
Christmas in the Spotlight,5.7,683.0,1h 27m,Romance,87.0,Short,< 2 hrs
The Holiday Club,6.6,391.0,1h 28m,Romance,88.0,Short,< 2 hrs
The Swedish Torpedo,6.0,263.0,,Romance,,150+ min,3–4 hrs
My Boyfriend Is a Sex Worker,5.4,17.0,,Romance,,150+ min,3–4 hrs
Love Li,6.4,13000.0,2h 48m,Romance,168.0,150+ min,2–3 hrs
Paper Flowers,8.5,37.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Throuple,6.5,74.0,1h 32m,Romance,92.0,Standard,< 2 hrs
A Country Music Christmas,6.6,105.0,,Romance,,150+ min,3–4 hrs
Ram Bharosey,9.5,37.0,,Romance,,150+ min,3–4 hrs
Umjolo: Day Ones,4.2,166.0,1h 26m,Romance,86.0,Short,< 2 hrs
Silent Sparks,6.1,62.0,1h 18m,Romance,78.0,Short,< 2 hrs
Marriage Mansion,8.6,25.0,,Romance,,150+ min,3–4 hrs
Mafia Temptation,8.2,7.0,1h 22m,Romance,82.0,Short,< 2 hrs
Passport to Love,6.2,427.0,1h 28m,Romance,88.0,Short,< 2 hrs
Paalum Pazhavum,4.9,190.0,2h 27m,Romance,147.0,120-150 min,2–3 hrs
3391 Kilometres,4.3,1200.0,1h 50m,Romance,110.0,Standard,< 2 hrs
Here Now,4.9,481.0,1h 58m,Romance,118.0,Standard,< 2 hrs
Murder Mubarak,5.8,51000.0,2h 20m,Romance,140.0,120-150 min,2–3 hrs
First Taste,5.7,319.0,1h 37m,Romance,97.0,Standard,< 2 hrs
Música,6.4,5100.0,1h 31m,Romance,91.0,Standard,< 2 hrs
Ipar Adalah Maut,7.0,1300.0,2h 11m,Romance,131.0,120-150 min,2–3 hrs
Blame the Game,5.4,5300.0,1h 32m,Romance,92.0,Standard,< 2 hrs
Cinderella's Revenge,3.7,1200.0,1h 25m,Romance,85.0,Short,< 2 hrs
Freedom,5.9,1400.0,1h 50m,Romance,110.0,Standard,< 2 hrs
Tillu Square,6.6,3500.0,2h 17m,Romance,137.0,120-150 min,2–3 hrs
18×2 Beyond Youthful Days,7.3,2000.0,2h 3m,Romance,123.0,120-150 min,2–3 hrs
0000 Kilometre,2.7,272.0,1h 50m,Romance,110.0,Standard,< 2 hrs
He Loves Me Not,6.8,55.0,1h 37m,Romance,97.0,Standard,< 2 hrs
The Southern Chronicles,8.7,2900.0,,Romance,,150+ min,3–4 hrs
Love Switch,6.1,278.0,1h 29m,Romance,89.0,Short,< 2 hrs
Rose Rosy Te Gulab,5.8,316.0,2h 15m,Romance,135.0,120-150 min,2–3 hrs
Still Fabulous,4.9,877.0,1h 32m,Romance,92.0,Standard,< 2 hrs
Auron Mein Kahan Dum Tha,6.4,41000.0,2h 30m,Romance,150.0,120-150 min,2–3 hrs
Darkest Miriam,5.8,322.0,1h 27m,Romance,87.0,Short,< 2 hrs
Her Seyin Basi Merkür,3.3,449.0,1h 45m,Romance,105.0,Standard,< 2 hrs
Undergrads,5.1,65.0,1h 6m,Romance,66.0,Short,< 2 hrs
Savi,6.1,35000.0,2h 6m,Romance,126.0,120-150 min,2–3 hrs
Love Reddy,8.0,2300.0,2h 18m,Romance,138.0,120-150 min,2–3 hrs
Jatt & Juliet 3,5.4,1800.0,2h 15m,Romance,135.0,120-150 min,2–3 hrs
Guilty Pleasure,4.7,176.0,1h 59m,Romance,119.0,Standard,< 2 hrs
Yuva,5.7,850.0,2h 33m,Romance,153.0,150+ min,2–3 hrs
Chijin no ai,8.4,7.0,1h 45m,Romance,105.0,Standard,< 2 hrs
Gelin Takimi,3.9,6100.0,1h 49m,Romance,109.0,Standard,< 2 hrs
Layla,6.1,464.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Miss You,6.1,3200.0,2h 8m,Romance,128.0,120-150 min,2–3 hrs
We're All Gonna Die,8.2,97.0,1h 50m,Romance,110.0,Standard,< 2 hrs
My Future You,7.4,298.0,1h 49m,Romance,109.0,Standard,< 2 hrs
"Love, Divided",6.0,4800.0,1h 38m,Romance,98.0,Standard,< 2 hrs
Love Story,5.4,443.0,2h 5m,Romance,125.0,120-150 min,2–3 hrs
"Hello, Love, Again",6.7,942.0,2h 2m,Romance,122.0,120-150 min,2–3 hrs
The Holiday Exchange,5.6,423.0,1h 30m,Romance,90.0,Standard,< 2 hrs
Mr. Manhattan,6.8,477.0,1h 50m,Romance,110.0,Standard,< 2 hrs
Five Blind Dates,5.1,2000.0,1h 23m,Romance,83.0,Short,< 2 hrs
Mai,6.8,1600.0,2h 11m,Romance,131.0,120-150 min,2–3 hrs
Her Story,7.6,2000.0,2h 3m,Romance,123.0,120-150 min,2–3 hrs
Honeymoonish,5.3,1600.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Mr. Bachchan,3.6,5300.0,2h 30m,Romance,150.0,120-150 min,2–3 hrs
When in Rome,6.1,794.0,1h 38m,Romance,98.0,Standard,< 2 hrs
Miracle Mile,7.6,37.0,1h 22m,Romance,82.0,Short,< 2 hrs
Trisha on the Rocks,5.2,3000.0,2h 52m,Romance,172.0,150+ min,2–3 hrs
Romeo,6.1,1300.0,2h 30m,Romance,150.0,120-150 min,2–3 hrs
Wild Wild Punjab,6.2,16000.0,1h 49m,Romance,109.0,Standard,< 2 hrs
Previously Saved Version,5.5,463.0,1h 57m,Romance,117.0,Standard,< 2 hrs
Season of Love,5.0,417.0,2h 6m,Romance,126.0,120-150 min,2–3 hrs
Umjolo: The Gone Girl,4.4,285.0,1h 32m,Romance,92.0,Standard,< 2 hrs
Christmas at Plumhill Manor,6.1,506.0,1h 27m,Romance,87.0,Short,< 2 hrs
Ibbani Tabbida Ileyali,7.4,872.0,2h 40m,Romance,160.0,150+ min,2–3 hrs
The Lifeguards,3.8,145.0,1h 47m,Romance,107.0,Standard,< 2 hrs
Raseeli Raatein,6.7,12.0,1h 31m,Romance,91.0,Standard,< 2 hrs
Maybe Forever,6.1,93.0,1h 11m,Romance,71.0,Short,< 2 hrs
Believe in Christmas,6.1,858.0,1h 30m,Romance,90.0,Standard,< 2 hrs
Un/Happy for You,5.7,416.0,1h 50m,Romance,110.0,Standard,< 2 hrs
Samana Sunrise,5.0,250.0,1h 40m,Romance,100.0,Standard,< 2 hrs
Meet Me Next Christmas,5.7,8600.0,1h 45m,Romance,105.0,Standard,< 2 hrs
Varshangalkku Shesham,6.6,4200.0,2h 46m,Romance,166.0,150+ min,2–3 hrs
