Movie_Name,Rating,Voting_Counts,Genre,Duration
Ghostbusters: Frozen Empire,6.1,96000,Comedy,< 2 hrs
Saturday Night,6.9,33000,Comedy,< 2 hrs
My Old Ass,6.9,42000,Comedy,< 2 hrs
Paddington in Peru,6.7,26000,Comedy,< 2 hrs
Despicable Me 4,6.2,69000,Comedy,< 2 hrs
Distant,5.7,3800,Comedy,< 2 hrs
A Different Man,6.9,32000,Comedy,< 2 hrs
IF,6.4,60000,Comedy,< 2 hrs
Kneecap,7.6,20000,Comedy,< 2 hrs
Fly Me to the Moon,6.6,52000,Comedy,2–3 hrs
Mean Girls,5.5,38000,Comedy,< 2 hrs
The Friend,6.3,3200,Comedy,< 2 hrs
Snack Shack,7.0,13000,Comedy,< 2 hrs
It's What's Inside,6.6,44000,Comedy,< 2 hrs
Goodrich,6.3,6200,Comedy,< 2 hrs
A Nice Indian Boy,7.4,2300,Comedy,< 2 hrs
A Family Affair,5.4,37000,Comedy,< 2 hrs
The Wonderful Story of Henry Sugar and Three More,7.1,8300,Comedy,< 2 hrs
Wallace & Gromit: Vengeance Most Fowl,7.5,36000,Comedy,< 2 hrs
Skincare,5.7,4900,Comedy,< 2 hrs
Ricky Stanicky,6.2,57000,Comedy,< 2 hrs
How to Make Millions Before Grandma Dies,7.9,17000,Comedy,2–3 hrs
Incoming,5.8,14000,Comedy,< 2 hrs
Greedy People,6.2,13000,Comedy,< 2 hrs
Riff Raff,5.6,4000,Comedy,< 2 hrs
Upgraded,6.1,30000,Comedy,< 2 hrs
Jane Austen Wrecked My Life,6.5,830,Comedy,< 2 hrs
Miller's Girl,5.2,24000,Comedy,< 2 hrs
Sketch,8.3,76,Comedy,< 2 hrs
Spermageddon,5.6,1100,Comedy,< 2 hrs
Four Mothers,7.1,471,Comedy,< 2 hrs
Holy Cow,7.1,2600,Comedy,< 2 hrs
Hard Truths,7.2,6500,Comedy,< 2 hrs
Vulgar,5.4,195,Comedy,< 2 hrs
Superboys of Malegaon,7.7,5800,Comedy,2–3 hrs
My Dead Friend Zoe,6.5,2800,Comedy,< 2 hrs
Bad Shabbos,7.1,297,Comedy,< 2 hrs
Bob Trevino Likes It,7.5,2300,Comedy,< 2 hrs
The Garfield Movie,5.7,25000,Comedy,< 2 hrs
Dìdi,7.3,14000,Comedy,< 2 hrs
Luv Ki Arrange Marriage,4.1,4900,Comedy,2–3 hrs
Stealing Pulp Fiction,6.1,36,Comedy,< 2 hrs
Tim Travers & the Time Travelers Paradox,6.8,337,Comedy,< 2 hrs
The Uninvited,5.3,739,Comedy,< 2 hrs
Sacramento,5.9,1700,Comedy,< 2 hrs
Sew Torn,6.0,762,Comedy,< 2 hrs
Ghostlight,7.6,6400,Comedy,< 2 hrs
The Marching Band,7.4,4000,Comedy,< 2 hrs
Piece by Piece,6.9,6200,Comedy,< 2 hrs
Sweethearts,5.6,4200,Comedy,< 2 hrs
Unfrosted,5.5,35000,Comedy,< 2 hrs
Spellbound,5.5,8000,Comedy,< 2 hrs
Mother of the Bride,4.8,17000,Comedy,< 2 hrs
Universal Language,6.9,1900,Comedy,< 2 hrs
Turn Me On,5.6,726,Comedy,< 2 hrs
On Becoming a Guinea Fowl,7.0,1200,Comedy,< 2 hrs
Teri Baaton Mein Aisa Uljha Jiya,6.2,54000,Comedy,2–3 hrs
Harold and the Purple Crayon,5.7,8900,Comedy,< 2 hrs
Simarik,5.4,3900,Comedy,< 2 hrs
Find Me Falling,6.3,13000,Comedy,< 2 hrs
Let's Start a Cult,5.9,1600,Comedy,< 2 hrs
Our Little Secret,5.7,24000,Comedy,< 2 hrs
Feeling Randy,7.2,511,Comedy,< 2 hrs
Misericordia,6.8,2600,Comedy,< 2 hrs
Premalu,7.8,20000,Comedy,2–3 hrs
My Favourite Cake,7.4,7800,Comedy,< 2 hrs
Irish Wish,5.2,22000,Comedy,< 2 hrs
Sookshma Darshini,7.8,11000,Comedy,2–3 hrs
Sasquatch Sunset,5.4,5600,Comedy,< 2 hrs
Winner,6.5,2700,Comedy,< 2 hrs
Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write about a Serial Killer,6.2,1500,Comedy,< 2 hrs
Orion and the Dark,6.3,18000,Comedy,< 2 hrs
And the Breadwinner Is...,6.0,463,Comedy,2–3 hrs
Adult Best Friends,5.3,515,Comedy,< 2 hrs
Kalvan,5.6,998,Comedy,2–3 hrs
Family Pack,5.5,9700,Comedy,< 2 hrs
Miracle Mirrors,5.4,269,Comedy,< 2 hrs
Eephus,6.8,1000,Comedy,< 2 hrs
Dear Santa,5.4,19000,Comedy,< 2 hrs
Pabar,8.1,270,Comedy,2–3 hrs
Lake George,6.5,1600,Comedy,< 2 hrs
Meet the Barbarians,6.3,658,Comedy,< 2 hrs
Lepattanó,5.2,132,Comedy,2–3 hrs
Babes,6.3,6600,Comedy,< 2 hrs
Through My Window: Looking at You,5.5,5500,Comedy,< 2 hrs
The Visitor,4.1,380,Comedy,< 2 hrs
The 4:30 Movie,6.0,4000,Comedy,< 2 hrs
Doraemon the Movie: Nobita's Earth Symphony,6.6,1600,Comedy,< 2 hrs
Crayon Shin-chan: Our Dinosaur Diary,6.6,614,Comedy,< 2 hrs
The Astronaut Lovers,7.1,955,Comedy,< 2 hrs
Peacock,7.2,594,Comedy,< 2 hrs
Manamey,5.3,772,Comedy,2–3 hrs
Sthanarthi Sreekuttan,7.2,1600,Comedy,2–3 hrs
Opa Cor,5.8,326,Comedy,< 2 hrs
Bookworm,6.0,2100,Comedy,< 2 hrs
Three Friends,6.6,850,Comedy,< 2 hrs
The Merry Gentlemen,4.8,10000,Comedy,< 2 hrs
Diamanti,6.7,1600,Comedy,2–3 hrs
A House on Fire,7.2,3500,Comedy,< 2 hrs
Summer Camp,4.5,1700,Comedy,< 2 hrs
White Snake: Afloat,6.9,577,Comedy,2–3 hrs
The Pee Pee Poo Poo Man,8.2,31,Comedy,< 2 hrs
Takintilar,5.1,2900,Comedy,< 2 hrs
Notice to Quit,5.7,599,Comedy,< 2 hrs
Vaazha: Biopic of a Billion Boys,7.3,4400,Comedy,2–3 hrs
Young Werther,5.6,286,Comedy,< 2 hrs
Jim's Story,6.8,1100,Comedy,< 2 hrs
Standing on the Shoulders of Kitties,6.2,666,Comedy,< 2 hrs
The Problem with People,5.7,537,Comedy,< 2 hrs
The Trainer,7.2,65,Comedy,< 2 hrs
Khel Khel Mein,6.5,28000,Comedy,2–3 hrs
Crew,5.8,38000,Comedy,< 2 hrs
Drugstore June,5.4,1800,Comedy,< 2 hrs
Chantal in Fairyland,4.6,2700,Comedy,< 2 hrs
Love in the Big City,7.4,1700,Comedy,< 2 hrs
Beautiful Wedding,4.1,4400,Comedy,< 2 hrs
Marmalade,6.3,3800,Comedy,< 2 hrs
Vicky Vidya Ka Woh Wala Video,5.2,12000,Comedy,2–3 hrs
Reunion,5.6,3700,Comedy,< 2 hrs
Mukadderat,7.0,1400,Comedy,< 2 hrs
Between the Temples,6.2,3100,Comedy,< 2 hrs
U Are the Universe,7.7,386,Comedy,< 2 hrs
Mars,8.1,26,Comedy,< 2 hrs
Sunlight,7.7,33,Comedy,< 2 hrs
Super Happy Forever,6.9,232,Comedy,< 2 hrs
Thelma the Unicorn,5.7,3100,Comedy,< 2 hrs
The Other Way Around,6.4,1700,Comedy,< 2 hrs
Arthur's Whisky,4.7,994,Comedy,< 2 hrs
Modi: Three Days on the Wing of Madness,5.4,602,Comedy,< 2 hrs
Nuked,7.2,53,Comedy,< 2 hrs
Ajosepo,8.9,69,Comedy,2–3 hrs
Hot Frosty,5.3,15000,Comedy,< 2 hrs
The Second Act,6.4,3800,Comedy,< 2 hrs
Madgaon Express,7.0,41000,Comedy,2–3 hrs
A Little Something Extra,7.0,5200,Comedy,< 2 hrs
Space Cadet,5.0,10000,Comedy,< 2 hrs
Treasure,6.3,2200,Comedy,< 2 hrs
That Christmas,6.8,17000,Comedy,< 2 hrs
Corina,7.0,706,Comedy,< 2 hrs
Mittran Da Challeya Truck Ni,7.7,1100,Comedy,2–3 hrs
This Is Me... Now,4.1,7200,Comedy,< 2 hrs
Buffalo Kids,6.6,775,Comedy,< 2 hrs
How to Date Billy Walsh,5.2,4000,Comedy,< 2 hrs
The Code,5.9,234,Comedy,< 2 hrs
The Fabulous Four,4.8,1700,Comedy,< 2 hrs
Perfect Endings,5.5,228,Comedy,< 2 hrs
The Supremes at Earl's All-You-Can-Eat,6.5,1500,Comedy,2–3 hrs
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,4000,Comedy,< 2 hrs
And Mrs,5.8,835,Comedy,< 2 hrs
Lucky Winners,6.3,1500,Comedy,< 2 hrs
Swede Caroline,5.2,289,Comedy,< 2 hrs
The Underdoggs,5.6,4600,Comedy,< 2 hrs
The Real Bros of Simi Valley: The Movie,7.0,1100,Comedy,< 2 hrs
Chapter 51,6.15,0,Comedy,3–4 hrs
Boot Camp,5.8,1200,Comedy,< 2 hrs
The Best Christmas Pageant Ever,6.8,6300,Comedy,< 2 hrs
Rent Free,7.8,77,Comedy,< 2 hrs
The Fisherman,7.4,56,Comedy,< 2 hrs
La casa,6.9,992,Comedy,< 2 hrs
Running on Empty,4.9,592,Comedy,< 2 hrs
Don't Tell Mom the Babysitter's Dead,3.8,1300,Comedy,< 2 hrs
Stress Positions,5.0,665,Comedy,< 2 hrs
Cheers to Life,5.3,263,Comedy,< 2 hrs
Bairi,7.0,510,Comedy,2–3 hrs
How Could I Live Without You?,6.9,1100,Comedy,< 2 hrs
Breakfast with Giraffes,5.9,1100,Comedy,< 2 hrs
Woody Woodpecker Goes to Camp,4.5,2700,Comedy,< 2 hrs
AJ Goes to the Dog Park,7.2,13,Comedy,< 2 hrs
Timestalker,5.5,3100,Comedy,< 2 hrs
Chuck Billy and the Marvelous Guava Tree,7.4,1200,Comedy,< 2 hrs
O Melhor Amigo,6.4,140,Comedy,< 2 hrs
Two to One,6.1,846,Comedy,< 2 hrs
Wallbanger,5.6,732,Comedy,< 2 hrs
A Hip Hop Story,8.6,114,Comedy,< 2 hrs
Agak Laen,7.6,3100,Comedy,< 2 hrs
Love at 39 Degrees,5.5,1500,Comedy,< 2 hrs
Do Aur Do Pyaar,6.4,12000,Comedy,2–3 hrs
The Black Sea,7.9,112,Comedy,< 2 hrs
Naale Rajaa Koli Majaa,8.2,2100,Comedy,< 2 hrs
Alakada: Bad and Boujee,8.7,22,Comedy,3–4 hrs
Bau: Artist at War,7.2,64,Comedy,2–3 hrs
The Life of Chuck,7.7,7400,Drama,< 2 hrs
The Brutalist,7.3,94000,Drama,3–4 hrs
A Complete Unknown,7.3,93000,Drama,2–3 hrs
Conclave,7.4,205000,Drama,3–4 hrs
Babygirl,5.8,64000,Drama,< 2 hrs
The Order,6.8,50000,Drama,< 2 hrs
I'm Still Here,8.2,114000,Drama,2–3 hrs
Mufasa: The Lion King,6.6,71000,Drama,< 2 hrs
Parthenope,6.6,15000,Drama,2–3 hrs
Juror #2,7.0,105000,Drama,< 2 hrs
The Assessment,6.6,12000,Drama,< 2 hrs
Joker: Folie à Deux,5.2,166000,Drama,2–3 hrs
We Live in Time,7.0,57000,Drama,< 2 hrs
Small Things Like These,6.7,27000,Drama,< 2 hrs
The Apprentice,7.1,60000,Drama,2–3 hrs
Horizon: An American Saga - Chapter 1,6.6,41000,Drama,3–4 hrs
It Ends with Us,6.3,89000,Drama,2–3 hrs
Caddo Lake,6.8,46000,Drama,< 2 hrs
The Last Showgirl,6.5,15000,Drama,< 2 hrs
The Return,6.2,10000,Drama,< 2 hrs
Here,6.3,23000,Drama,< 2 hrs
September 5,7.1,27000,Drama,< 2 hrs
On Swift Horses,6.0,2500,Drama,< 2 hrs
The Salt Path,7.0,2200,Drama,< 2 hrs
Queer,6.4,24000,Drama,2–3 hrs
Megalopolis,4.7,37000,Drama,2–3 hrs
The Thicket,5.8,3600,Drama,< 2 hrs
Rust,5.4,2700,Drama,2–3 hrs
Ponyboi,5.7,368,Drama,< 2 hrs
The Girl with the Needle,7.5,15000,Drama,2–3 hrs
The Six Triple Eight,6.7,28000,Drama,2–3 hrs
Love Lies Bleeding,6.6,59000,Drama,< 2 hrs
I Saw the TV Glow,5.8,38000,Drama,< 2 hrs
The Seed of the Sacred Fig,7.6,16000,Drama,2–3 hrs
Horizon: An American Saga - Chapter 2,7.1,1400,Drama,3–4 hrs
The Penguin Lessons,7.1,4400,Drama,< 2 hrs
Nickel Boys,6.9,21000,Drama,2–3 hrs
The Room Next Door,6.8,23000,Drama,< 2 hrs
Lucky Baskhar,8.0,35000,Drama,2–3 hrs
The Outrun,6.9,17000,Drama,< 2 hrs
Arthur the King,7.0,35000,Drama,< 2 hrs
Emilia Pérez,5.4,91000,Drama,2–3 hrs
Young Hearts,7.9,5700,Drama,< 2 hrs
Maria,6.4,21000,Drama,2–3 hrs
Mothers' Instinct,6.3,21000,Drama,< 2 hrs
Ask Me What You Want,3.9,1300,Drama,< 2 hrs
All We Imagine as Light,7.1,11000,Drama,< 2 hrs
Love Me,5.1,3000,Drama,< 2 hrs
Memoir of a Snail,7.8,19000,Drama,< 2 hrs
Spaceman,5.7,44000,Drama,< 2 hrs
Bonjour Tristesse,6.0,455,Drama,< 2 hrs
Suncoast,6.7,7500,Drama,< 2 hrs
Queen of the Ring,6.3,2200,Drama,2–3 hrs
Nr. 24,7.5,16000,Drama,< 2 hrs
Daniela Forever,5.9,307,Drama,< 2 hrs
Inside,6.8,344,Drama,< 2 hrs
Bird,7.0,9600,Drama,< 2 hrs
Mon Potongo,5.3,572,Drama,2–3 hrs
Mr. K,5.5,1100,Drama,< 2 hrs
Winter Spring Summer or Fall,6.0,3000,Drama,< 2 hrs
Culpa Tuya,5.2,14000,Drama,< 2 hrs
Souleymane's Story,7.6,4000,Drama,< 2 hrs
Young Woman and the Sea,7.5,18000,Drama,2–3 hrs
Turtles All the Way Down,6.6,7500,Drama,< 2 hrs
The Children's Train,7.4,7900,Drama,< 2 hrs
Meiyazhagan,8.4,15000,Drama,2–3 hrs
Lonely Planet,5.7,12000,Drama,< 2 hrs
Loveable,7.7,2600,Drama,< 2 hrs
Ordinary Angels,7.4,16000,Drama,< 2 hrs
Bring Them Down,6.5,4300,Drama,< 2 hrs
Reagan,6.1,12000,Drama,2–3 hrs
Joy,7.1,10000,Drama,< 2 hrs
First Shift,4.5,2100,Drama,< 2 hrs
Before We Forget,7.5,142,Drama,< 2 hrs
All of You,7.4,86,Drama,< 2 hrs
Lilies Not for Me,7.0,694,Drama,< 2 hrs
Familiar Touch,7.1,348,Drama,< 2 hrs
Vermiglio,6.9,5000,Drama,< 2 hrs
Dreams (Sex Love),7.6,774,Drama,< 2 hrs
Girls Will Be Girls,7.1,2800,Drama,< 2 hrs
Emmanuelle,4.1,1900,Drama,< 2 hrs
Back to Black,6.3,27000,Drama,2–3 hrs
Green Bones,7.1,444,Drama,< 2 hrs
Restless,6.3,516,Drama,< 2 hrs
Unstoppable,6.8,4500,Drama,< 2 hrs
Omni Loop,5.6,3300,Drama,< 2 hrs
"Oh, Canada",5.6,2300,Drama,< 2 hrs
A Mistake,5.6,1100,Drama,< 2 hrs
Killer Heat,5.6,14000,Drama,< 2 hrs
"Canadian, Sniper",3.4,366,Drama,< 2 hrs
Bob Marley: One Love,6.2,35000,Drama,< 2 hrs
Scoop,6.5,21000,Drama,< 2 hrs
Look Back,7.8,16000,Drama,3–4 hrs
Black Dog,7.2,3700,Drama,< 2 hrs
Santosh,7.1,2500,Drama,2–3 hrs
Four Letters of Love,6.9,54,Drama,2–3 hrs
Manjummel Boys,8.2,28000,Drama,2–3 hrs
Sarfira,6.9,11000,Drama,2–3 hrs
Gaslit by My Husband: The Morgan Metzer Story,6.3,422,Drama,< 2 hrs
The End,5.4,2300,Drama,2–3 hrs
Palayam PC,5.3,806,Drama,< 2 hrs
April,6.5,593,Drama,2–3 hrs
"From Hilde, with Love",6.9,1200,Drama,2–3 hrs
King Ivory,7.1,77,Drama,2–3 hrs
La Cocina,7.1,3700,Drama,2–3 hrs
Caught by the Tides,6.7,1600,Drama,< 2 hrs
Kishkindha Kaandam,8.0,13000,Drama,2–3 hrs
"Husband, Father, Killer: The Alyssa Pladl Story",6.2,344,Drama,< 2 hrs
The Goat Life,7.1,48000,Drama,2–3 hrs
The Tearsmith,5.2,13000,Drama,< 2 hrs
Barron's Cove,6.1,185,Drama,< 2 hrs
Sector 36,7.1,26000,Drama,2–3 hrs
Touch,7.4,5900,Drama,2–3 hrs
The Greatest Hits,6.2,7700,Drama,< 2 hrs
The Short Game,6.15,0,Drama,< 2 hrs
Three Kilometres to the End of the World,7.1,1200,Drama,< 2 hrs
We Were Dangerous,6.4,417,Drama,< 2 hrs
Dismissed,7.8,105,Drama,< 2 hrs
Cabrini,7.3,9100,Drama,2–3 hrs
High Tide,6.5,729,Drama,< 2 hrs
Tina,8.2,568,Drama,2–3 hrs
The Piano Lesson,6.2,5100,Drama,2–3 hrs
Diva Futura,6.1,520,Drama,2–3 hrs
Bonhoeffer: Pastor. Spy. Assassin.,6.2,3900,Drama,2–3 hrs
Let Go,7.0,6700,Drama,< 2 hrs
The Forge,6.7,5200,Drama,2–3 hrs
Intoxicated by Love,8.5,14000,Drama,< 2 hrs
Juna Furniture,7.8,537,Drama,2–3 hrs
Harvest,6.2,497,Drama,2–3 hrs
Private Tutor,4.9,224,Drama,< 2 hrs
The Girl in the Pool,4.3,1600,Drama,< 2 hrs
When Fall Is Coming,6.9,2300,Drama,< 2 hrs
Vulcanizadora,6.2,329,Drama,< 2 hrs
Sebastian,6.7,2100,Drama,< 2 hrs
Beating Hearts,7.0,6000,Drama,2–3 hrs
Millers in Marriage,5.3,503,Drama,< 2 hrs
The Knife,7.0,51,Drama,< 2 hrs
L'attachement,7.3,598,Drama,< 2 hrs
Blue Cave,5.3,6900,Drama,< 2 hrs
Hakki,6.6,171,Drama,< 2 hrs
Wicked,7.4,170000,Romance,2–3 hrs
Love Across Time,7.1,798,Romance,3–4 hrs
Sidelined: The QB and Me,5.8,4100,Romance,< 2 hrs
Lick,6.1,992,Romance,< 2 hrs
Girl Haunts Boy,6.3,3400,Romance,< 2 hrs
Love,7.3,547,Romance,< 2 hrs
Sex Love Venice,4.4,368,Romance,< 2 hrs
Wanted: Girlfriend,4.2,238,Romance,3–4 hrs
Drawing Closer,7.6,2800,Romance,< 2 hrs
Someone Like You,5.9,2300,Romance,< 2 hrs
Sex,6.6,1500,Romance,< 2 hrs
Uranus 2324,6.4,4900,Romance,2–3 hrs
Eks,4.5,211,Romance,2–3 hrs
Given 3: To the Sea,7.5,146,Romance,< 2 hrs
Mor Chhainha Bhuinya 2,7.4,127,Romance,2–3 hrs
Addition,8.3,32,Romance,< 2 hrs
A True Gentleman,4.5,2300,Romance,< 2 hrs
Grand Tour,6.5,2100,Romance,2–3 hrs
A Christmas Castle Proposal: A Royal in Paradise 2,6.4,343,Romance,3–4 hrs
Take My Hand,6.2,342,Romance,< 2 hrs
Haunted Heart,4.8,517,Romance,2–3 hrs
Detective Conan: The Million-Dollar Pentagram,6.7,1600,Romance,< 2 hrs
Another End,6.4,840,Romance,< 2 hrs
Silent Love,6.4,435,Romance,< 2 hrs
Qalb,6.5,2400,Romance,2–3 hrs
Romance on the Ranch,6.8,409,Romance,< 2 hrs
Siddharth Roy,6.3,2900,Romance,2–3 hrs
Black Tea,5.2,607,Romance,< 2 hrs
Rasavathi,6.4,590,Romance,2–3 hrs
My Name Is Loh Kiwan,6.7,4500,Romance,2–3 hrs
Aichaku,7.0,388,Romance,< 2 hrs
Art of Love,4.6,2500,Romance,< 2 hrs
Given the Movie: Hiiragi Mix,7.6,234,Romance,< 2 hrs
From Contract Lover to the Billionaire's Bride,6.9,554,Romance,< 2 hrs
Why Do You?,5.3,475,Romance,< 2 hrs
Amar Singh Chamkila,7.8,16000,Romance,2–3 hrs
Hear Me: Our Summer,7.5,933,Romance,< 2 hrs
The Air He Breathes,6.5,429,Romance,< 2 hrs
Krista,5.6,60,Romance,3–4 hrs
Mascarpone: The Rainbow Cake,6.0,541,Romance,< 2 hrs
Dandelion,5.3,415,Romance,< 2 hrs
The Groomsmen Last Dance,6.9,378,Romance,< 2 hrs
The Glory of Life,6.6,457,Romance,< 2 hrs
Blue Sun Palace,6.6,217,Romance,< 2 hrs
Pantaskah Aku Berhijab,8.0,79,Romance,< 2 hrs
Stag,5.3,477,Romance,< 2 hrs
Players,5.7,12000,Romance,< 2 hrs
Ashes,4.3,2700,Romance,< 2 hrs
The Time of Fever,8.0,741,Romance,< 2 hrs
You Are the Apple of My Eye,6.9,3700,Romance,< 2 hrs
Seven Seas Seven Hills,8.6,98,Romance,< 2 hrs
Chanchal Haseena,7.3,39,Romance,< 2 hrs
Bad Newz,4.7,26000,Romance,2–3 hrs
Phir Aayi Hasseen Dillruba,5.8,7000,Romance,2–3 hrs
Lesbian Space Princess,7.1,188,Romance,< 2 hrs
Plan B,6.1,1400,Romance,< 2 hrs
I Can Never Be Yours,7.9,177,Romance,3–4 hrs
The Glassworker,7.2,1900,Romance,< 2 hrs
A Vintage Christmas,6.5,370,Romance,3–4 hrs
My Ex's Wedding,8.8,56,Romance,< 2 hrs
Reversi,7.0,298,Romance,2–3 hrs
Los pequeños amores,6.3,386,Romance,< 2 hrs
Futra Days,4.2,161,Romance,< 2 hrs
Good Bad Things,5.8,239,Romance,< 2 hrs
Angithee 3,8.1,64,Romance,< 2 hrs
Breakup Season,6.3,608,Romance,< 2 hrs
Ek Anjaan Rishtey Ka Guilt 3,8.0,70,Romance,< 2 hrs
Badaa Saat Fi Yawman Ma,5.8,325,Romance,< 2 hrs
Chosen Family,4.7,518,Romance,< 2 hrs
Joli joli,5.4,141,Romance,< 2 hrs
Ancika,6.8,819,Romance,< 2 hrs
Dilan 1983,6.3,246,Romance,< 2 hrs
Him,7.4,31,Romance,< 2 hrs
Queens of Drama,6.2,219,Romance,< 2 hrs
This Time Next Year,5.6,2400,Romance,< 2 hrs
5lbs of Pressure,5.2,1700,Romance,< 2 hrs
Christmas in the Spotlight,5.7,683,Romance,< 2 hrs
The Holiday Club,6.6,391,Romance,< 2 hrs
The Swedish Torpedo,6.0,263,Romance,3–4 hrs
My Boyfriend Is a Sex Worker,5.4,17,Romance,3–4 hrs
Love Li,6.4,13000,Romance,2–3 hrs
Paper Flowers,8.5,37,Romance,< 2 hrs
Throuple,6.5,74,Romance,< 2 hrs
A Country Music Christmas,6.6,105,Romance,3–4 hrs
Ram Bharosey,9.5,37,Romance,3–4 hrs
Umjolo: Day Ones,4.2,166,Romance,< 2 hrs
Silent Sparks,6.1,62,Romance,< 2 hrs
Marriage Mansion,8.6,25,Romance,3–4 hrs
Mafia Temptation,8.2,7,Romance,< 2 hrs
Passport to Love,6.2,427,Romance,< 2 hrs
Paalum Pazhavum,4.9,190,Romance,2–3 hrs
3391 Kilometres,4.3,1200,Romance,< 2 hrs
Here Now,4.9,481,Romance,< 2 hrs
Murder Mubarak,5.8,51000,Romance,2–3 hrs
First Taste,5.7,319,Romance,< 2 hrs
Música,6.4,5100,Romance,< 2 hrs
Ipar Adalah Maut,7.0,1300,Romance,2–3 hrs
Blame the Game,5.4,5300,Romance,< 2 hrs
Cinderella's Revenge,3.7,1200,Romance,< 2 hrs
Freedom,5.9,1400,Romance,< 2 hrs
Tillu Square,6.6,3500,Romance,2–3 hrs
18×2 Beyond Youthful Days,7.3,2000,Romance,2–3 hrs
0000 Kilometre,2.7,272,Romance,< 2 hrs
He Loves Me Not,6.8,55,Romance,< 2 hrs
The Southern Chronicles,8.7,2900,Romance,3–4 hrs
Love Switch,6.1,278,Romance,< 2 hrs
Rose Rosy Te Gulab,5.8,316,Romance,2–3 hrs
Still Fabulous,4.9,877,Romance,< 2 hrs
Auron Mein Kahan Dum Tha,6.4,41000,Romance,2–3 hrs
Darkest Miriam,5.8,322,Romance,< 2 hrs
Her Seyin Basi Merkür,3.3,449,Romance,< 2 hrs
Undergrads,5.1,65,Romance,< 2 hrs
Savi,6.1,35000,Romance,2–3 hrs
Love Reddy,8.0,2300,Romance,2–3 hrs
Jatt & Juliet 3,5.4,1800,Romance,2–3 hrs
Guilty Pleasure,4.7,176,Romance,< 2 hrs
Yuva,5.7,850,Romance,2–3 hrs
Chijin no ai,8.4,7,Romance,< 2 hrs
Gelin Takimi,3.9,6100,Romance,< 2 hrs
Layla,6.1,464,Romance,< 2 hrs
Miss You,6.1,3200,Romance,2–3 hrs
We're All Gonna Die,8.2,97,Romance,< 2 hrs
My Future You,7.4,298,Romance,< 2 hrs
"Love, Divided",6.0,4800,Romance,< 2 hrs
Love Story,5.4,443,Romance,2–3 hrs
"Hello, Love, Again",6.7,942,Romance,2–3 hrs
The Holiday Exchange,5.6,423,Romance,< 2 hrs
Mr. Manhattan,6.8,477,Romance,< 2 hrs
Five Blind Dates,5.1,2000,Romance,< 2 hrs
Mai,6.8,1600,Romance,2–3 hrs
Her Story,7.6,2000,Romance,2–3 hrs
Honeymoonish,5.3,1600,Romance,< 2 hrs
Mr. Bachchan,3.6,5300,Romance,2–3 hrs
When in Rome,6.1,794,Romance,< 2 hrs
Miracle Mile,7.6,37,Romance,< 2 hrs
Trisha on the Rocks,5.2,3000,Romance,2–3 hrs
Romeo,6.1,1300,Romance,2–3 hrs
Wild Wild Punjab,6.2,16000,Romance,< 2 hrs
Previously Saved Version,5.5,463,Romance,< 2 hrs
Season of Love,5.0,417,Romance,2–3 hrs
Umjolo: The Gone Girl,4.4,285,Romance,< 2 hrs
Christmas at Plumhill Manor,6.1,506,Romance,< 2 hrs
Ibbani Tabbida Ileyali,7.4,872,Romance,2–3 hrs
The Lifeguards,3.8,145,Romance,< 2 hrs
Raseeli Raatein,6.7,12,Romance,< 2 hrs
Maybe Forever,6.1,93,Romance,< 2 hrs
Believe in Christmas,6.1,858,Romance,< 2 hrs
Un/Happy for You,5.7,416,Romance,< 2 hrs
Samana Sunrise,5.0,250,Romance,< 2 hrs
Meet Me Next Christmas,5.7,8600,Romance,< 2 hrs
Varshangalkku Shesham,6.6,4200,Romance,2–3 hrs
